evaluations raw_y
evaluations raw_y
1 52.0000000000
3 54.0000000000
10 58.0000000000
19 60.0000000000
44 61.0000000000
280 62.0000000000
325 63.0000000000
330 66.0000000000
2947 70.0000000000
31425 72.0000000000
50000 46.0000000000
evaluations raw_y
1 56.0000000000
6 58.0000000000
14 60.0000000000
35 61.0000000000
242 63.0000000000
555 67.0000000000
5198 69.0000000000
50000 53.0000000000
evaluations raw_y
1 52.0000000000
7 56.0000000000
15 57.0000000000
30 61.0000000000
125 63.0000000000
425 65.0000000000
1167 68.0000000000
5628 70.0000000000
50000 45.0000000000
evaluations raw_y
1 45.0000000000
4 50.0000000000
7 58.0000000000
27 60.0000000000
140 62.0000000000
164 64.0000000000
661 65.0000000000
1871 67.0000000000
13413 69.0000000000
50000 47.0000000000
evaluations raw_y
1 51.0000000000
5 52.0000000000
